trader,umap1,umap2,umap3
0x3d0a30a158a92abc41609337c2f68f04926778ca,2.382547,9.022042,13.284638
0x3d21e3d9af7ca1d76305c9eb2fb510b7af920659,0.6849257,8.029153,12.766392
0x3d6184223dd0d5239947793746faec00b63ae990,2.254626,9.653886,13.576647
0x3dac271d1b36a434880c527a678b6487ac9c1f8c,5.399902,7.4519944,14.163114
0x3dcf345bfadb9961305ed5ff535d31f313d52ad0,4.0645113,6.362966,14.154361
0x3dd7cac1a7bc4b8c40af140e18dbfdcfb9e73a62,3.2468462,6.7782617,12.401295
0x3e0a05c7254ffd8eb2e75adc89ad785c67ed2f62,0.2546786,7.7092557,13.751873
0x3e54b5ebc95c0fcc1b059207576cbaa7b0db1c6c,2.417825,10.52934,13.354658
0x3e5dacb70247b57aca1d62b927c398ff05b7e570,6.1290216,6.9856877,13.385815
0x3e6c5926f682b372c0a916a5c245ecd7ea8b9d8c,1.1617553,8.251458,13.553798
0x3e6fc92d4edcd1156fe211eb4d3aec1bae2922af,4.320606,8.978802,13.570442
0x3f3801e032d4768dcd61c48efde9c00708f60159,3.8426847,8.702518,14.035357
0x3f8793d2a0ec69f0bae47140886039a4dc63a960,3.977291,9.02301,13.967556
0x3faf35a220e0d6a3bc3cce4ca54454aba68cfd6a,5.0116053,5.917562,14.469407
0x3fc56e944aa7b1594c85861b2d46a07f82a2c0c1,6.3804584,6.634168,13.328064
0x3ffe084d89a2d7c5981fbb8313204c708300ab70,0.22556368,7.866052,13.915618
0x404a68af7d1afe9a3fa37ffa9c515b266938f721,5.221276,5.5653667,13.864785
0x406073860818ecfb7dca0706a6bac73faa95bd3e,1.1923127,7.4869704,12.851282
0x4073d6343f9658dfaa765a0f17fc7e23e38f7a0e,4.301594,6.647897,13.734539
0x40b9d20b782635c1257efdb47fb830e677f4bdd6,0.30607322,7.7727604,13.912328
0x40ba8c738819054d5d44e7fa139344d721e54e40,0.4851523,9.548994,12.80297
0x40dc0fa2553e8a97e56f39d595b2753eacfe91f1,3.6254675,9.68752,13.390266
0x40e494cdd7f6ee95449e06a74b767fb93c3623c5,4.9059258,6.9787636,14.008843
0x40f565826fdda5c2f8f174fdb51cf4d5b516fd75,0.98174363,9.038611,12.064318
0x40f6b6909659d3c76413e613fa8a2c5100bca864,1.4155477,9.719824,12.153911
0x422f1f07f40f11bac71db4f520dd0ea1ff20f2c4,6.4937077,6.475847,13.344739
0x426c1520e4d07f968d224886878646412d37ad95,4.8551836,6.979454,12.320082
0x42982dafd5577db35255bb1dab0b288464844de1,1.4539003,7.1752887,12.045622
0x42fd5648cf21c158d15e4f58785760755b3f6623,1.0035485,7.359445,13.233302
0x437854ead22fa00c7d3a8b0a42b0ce06c8ba2145,1.3888404,10.27277,12.831973
0x43f9e33ee7761bca6b75fbb36d6c943ac0b2be77,4.4446363,8.230561,14.072489
0x43fa26c444767ea3b82ad2f998bc995305823a32,3.4641864,6.862497,12.774463
0x445fc160c4ad86f57b64d6e94f4f80be1ac7039e,4.5603213,5.7571397,13.168295
0x44c9c226cdfae773002b3f86d3966af3cd8f277c,2.3440843,8.032633,13.888751
0x44ca31a9915f7fdbeb340d04fbfe3ba64440d1c6,4.9610023,7.1216254,12.211092
0x44f481f406d178c278346c5f94d8ac19438f7edd,1.1034319,9.61722,13.12188
0x45323d50a3e1ca8fdf24df0a323fc9e38fd6b01c,4.841221,6.7108917,14.644993
0x454e98e79eb566e9147680d0ab92b3529165f16c,6.5625825,6.307772,13.145603
0x45650086c2688797bf9470258777396c87033b4a,5.1613693,7.3842044,12.845054
0x45c42fbd450b5506f8dc819d46036630fe75b81e,2.5667233,7.9020925,13.123824
0x45d26f28196d226497130c4bac709d808fed4029,3.487386,7.6313524,15.652682
0x464210fe13b2bc741954c48218d124c1934f103e,0.1997927,7.9901047,12.386761
0x4648baa72d8cfe3f31882fe52bd9fd8e6d539373,4.8393326,6.6892,14.652593
0x469e9a7f624b04c24f0e64edf8d8a277e6bf58a5,4.6451635,7.494564,14.387791
0x47649d96f78ea3a70db88c745913484cc558c7ae,4.9592843,5.821292,14.553475
0x476f75a7ddcf6ca1ed1ff6c817d7315f216ec60d,4.7108665,7.640666,13.769554
0x47807d3f6ae34ff6aa1fc8fe4e7b742197c1e125,1.5808994,6.687282,12.472752
0x4802223a6e38cbb730783923978a5aabb7ce7b2c,3.2870004,6.889805,13.848579
0x487649b053bfa3e0a65898145ddde5d4d3e77e50,2.9001436,7.632009,11.810947
0x48b5c751c2d63ac9134ce31f8d3e08b6836f6ee0,2.8095791,8.3895445,13.947243
0x49801afcc5874c7cebd8d968f960a8cb6c7d7eee,1.0996214,8.93455,12.284513
0x4a19c9768629266caad38bd6857c6a4161532c19,0.82588017,7.2131996,13.174627
0x4a1b3580f7ac72bc54175f05b76092eeb7a266aa,3.8151457,6.4794397,12.828418
0x4a58938dfb597c1dba490c8c44f151812e0606c9,3.0327005,10.6431465,13.491718
0x4a96036fb1529561fa3eeeb2781fad2d4f25500e,6.607719,6.6582847,13.177704
0x4b2ead13203f217fc8b6853f9c99fccd1bf53598,2.583468,9.2415285,12.903574
0x4ba112fa04f3e360f8eb7444b776f9ebaed82fda,0.41027328,7.843266,13.030393
0x4c60401b03b5b444750abb01f142e9f5c65ee7a1,5.7001944,7.2167854,13.186256
0x4c6eacc86bd4cee8f41cf257f054ca53b2cef8b3,1.2591801,9.470814,13.264728
0x4c7d7b58b0da6a7dc7d49f48869318942a0f60cb,1.3238586,7.8922086,12.933692
0x4ca3b77417ff7a534e951cf56e3fc353e4289b35,3.237491,6.816216,12.363292
0x4cf1aa03b2ee27f922c2b089dc9f7d3a2551e717,6.269897,6.4993515,12.458584
0x4d0984009c62830b9f762514716f2c6b34ea228a,0.3579326,8.533076,13.39442
0x4d3e7f2c578b5edc58eb352da6e73b1184db7a4a,5.0414805,5.8854766,14.047631
0x4dd6e1094e99459bee550d5b7f20aec4b5de7bc9,0.7733047,7.7489295,13.16892
0x4dec0a851849056e259128464ef28ce78afa27f6,2.1894805,10.199261,13.398597
0x4e28af8a99e17b481d397218031d987cf587c638,0.9802612,8.91367,12.153848
0x4e5578a97662a79c07b53e3f1e4731eb9676fb57,2.3200974,7.7726946,13.057609
0x4e587b749ed7650189f240d24c1173a61e70f536,4.234001,6.556282,14.369313
0x4e7cfe8e3e20284ba246978abaf301c5fb0ccc9c,4.9637394,6.0816617,14.698546
0x4e994d450c7c710ba4baeda5e249acc71f80aa1b,1.5878242,6.9621506,12.012304
0x4ee1d18e68743d9e3e90e43363342283acc9a36f,1.8468566,8.09668,12.936872
0x4ef1c5ae65ab5b37629b7aa523e7e95e7da528e3,2.1598299,10.359502,13.34967
0x4f0a6c8549404112b43edacad9218d2444a18487,2.8416178,10.738679,13.455539
0x4f23f946562d26f62a80c06b4a6909da371cc4f7,3.525085,6.311828,13.296308
0x4faf9534f8f029d03561d245b3b442b1c2e14ee2,1.8898118,7.9859223,12.6180525
0x4fe53e953f1ff4454d144cb6f4fee3f2ca9363fe,6.4580927,7.329091,13.164499
0x4fec34a3ba424b0212df81a9a8023051f67cf3f2,1.1955193,8.8384495,11.722085
0x500a8d2934da6f7831e3996df1c8c5a5a74c2274,6.347529,6.389935,12.535297
0x5037dd2d561525e10c9f4ac1ea063e72cc23b3e2,3.3011227,6.859409,13.722326
0x503c3dbb6f21f231a33da05822229026e8a88acd,4.703654,5.894953,13.207278
0x5049695d6faacffd34f2d24f3f0ff8c64d88f71c,5.329744,5.8240952,13.934076
0x504ec17f392b0aea095a1774146316bbeb464683,1.7610244,8.175524,12.685044
0x50f266d501093145fc8d0be13b77b5be117abcce,2.98204,10.684426,13.468097
0x511b61c739446eb3f336e3f77d06b78d80ae748a,5.0730844,6.9157476,12.113292
0x51447a58623311e3e6c6e767d67dc36d890ad464,5.1438537,5.382738,12.97484
0x516847aa8d762ca0dfdf012228e6cf0609537e2f,6.2887053,6.312556,13.260747
0x520b50cd80e03468840c191a76fc6a1709580416,1.1190015,8.436526,13.981304
0x526aedc92fa08b871293def33e978de997ea9955,5.6144586,7.5193796,14.21842
0x5280172565587fa7a741702a72d7f748ed57e812,3.854493,8.738027,12.888066
0x52b8d45659c6d822a13491756b7a40ec0e339523,5.6088133,7.7922235,13.636869
0x52e8156bd13058682194c8989fcf20940bb6ba2f,3.85591,7.2091684,13.817511
0x5333c1d733794e02f34d5f0d88c65d03fd2e4db1,5.5519238,7.9991746,13.755353
0x53822864019ef6048b595d11f87b76e5f3c0c33d,0.9721383,7.4327974,13.324435
0x53c1f63a8885bda1a337da715fe7262b5a04bf0d,0.72352904,7.78942,12.348584
0x53c94dd4f1e2c3ea2b624d783540dd8cbb631b4d,6.2028494,8.027586,13.474279
0x53ec525b9df849be99263311f5b7f9fd6cfebea6,1.3041378,8.225548,14.008019
0x53f2736fae551c998d4e72e519f1acf474264de4,4.9070077,7.8358917,14.175368
0x540012097465cf0beb9113a0a28c4484d7c57bdc,1.1692017,7.8293276,11.834153
0x54a4473edf9330e26ac9c9afb3a68f1ed88df865,0.3441495,8.868087,12.619428
0x54bd2e897572584825271df17a484c15941ed647,3.6989365,8.782552,13.303552
0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,6.540715,6.275894,12.996671
0x5559da6ec434c5723d0ce9c4da7f29e3f8a3d43b,6.0408444,7.2540765,12.745551
0x5580a06e60598138dbd5e40b76cd67f99da748ea,6.751828,6.178322,12.801987
0x559556e3bbbbfc72852ca4c5dc262fe1863f6ffe,1.7602588,8.1738405,10.917792
0x55d51be4b89897654a5899a41a6b8d0df01bc91e,4.8566694,5.600272,13.122335
0x56468ed7460c8d4d04b9d222a89e220d1f120951,0.8007827,9.638906,12.794075
0x565b1c32936bdaa526947178acc95c5b08cfacc4,2.6539702,8.379355,12.832114
0x5690fd2f011c86c2a6de8fcde2d7d1c5e314abd3,4.447351,6.381594,13.250327
0x56b9b59209486bf07efbe26bde84519b3fe6276c,6.270821,7.9544578,13.419728
0x56cd86d6ef24a3f51ce6992b7f1db751b0a0276a,2.8806748,7.816992,15.233349
0x56dc7459927c4b354431673054dd56734419bea7,1.061346,9.015502,12.063744
0x570b09e27a87f9acbce49f85056745d29b3ee3c6,4.8824644,6.6051965,12.360795
0x57404c3e8cb9957336ce2c8cd5d0b8418db09945,6.0435905,7.563177,12.619547
0x5772e5982a6067830f43cbcddb9d1bb1cbc81657,1.2217398,7.4510765,13.178419
0x5799df76eaf3b7c5714f1be1d8e61c5f568dde63,4.82036,8.165169,13.052267
0x581796f091e9304d7796a86916886d95fa544dad,5.505017,8.093697,13.377911
0x581cbebf0e7ecf4cb49c9be8de4cefcf91c5f953,3.6690562,8.930616,13.260187
0x5876025aa6b9735e77d90fafd774563ea7a5c325,6.9396963,6.397574,12.733355
0x587d923fe6ab80db02845bf9ab30587db6594690,2.5167572,9.604771,13.071519
0x588432f54227364caf999a6df88dbf86a90f4772,0.6693659,7.6721845,12.370992
0x58a049263e0754cb51a63248c34ffe07e8434899,3.8491337,8.32981,13.510487
0x58a4a1658f0eb3774ea787a8c31619ce20437929,4.9016743,7.1668515,12.229927
0x58ca77986fe30d06840a4066236ced1e93d0a713,0.14463183,8.376535,12.609754
0x58e4ae56be8da7e60de849e0e76f58324f443dfa,3.1313517,7.83215,12.218337
0x58f0ffc605dcfa5263b285fdcb5269d76fcde5b9,0.39866593,7.664,13.515296
0x58febd84d38a93165e5c3c8e7b1a9bed371fcd1a,0.9709939,8.677919,12.455738
0x593889178ac483d13c181cc159653579722e357e,5.380191,6.8870406,14.484889
0x597077efeb1bca71deaf556bac4d8e28a4595bef,1.376366,9.633287,13.150727
0x5987f1a632e283403c4cab7b0ab1d39bbd43515e,1.7507696,9.081161,13.739869
0x5a2ce6edcd82d9a9141bcbde7b9559f8816838ab,5.1461678,7.3516784,12.796939
0x5a629e148f9e0a33f56ac9a7e441a70357725a27,3.878978,8.754536,13.257495
0x5a7581618829f377a16be2338eabdd03fece0eaf,1.6834506,8.165553,12.80266
0x5a8e21c3a73cc4742ecf1f422379a6fbf1992a42,3.0924907,9.399137,12.994471
0x5b31a472f8156568bad291072dcce4faa43fb05b,5.1552567,6.2441015,14.790239
0x5b58b4713ebaed279dd35fdb42324cddee324050,4.969918,8.439401,12.914036
0x5bb247495cce4a090ff1923ee9c44e28e515e8d5,5.5728235,6.961139,14.411209
0x5bb58a576733d839f954d2f3da15a90abd44e1c0,4.895857,7.925389,14.055506
0x5bb5bb67feb8f7811d6ee305d6b8eedeaca80727,5.4296746,8.008377,13.753754
0x5be006222a45b583a3aa032bb28a1ea642d08595,1.1352369,9.108871,12.2375145
0x5c0db52c100b26f7add20caadf6d65cf475fd377,1.3639666,9.069731,11.598267
0x5c976811cf5e44294ba0f510aa670177c3750360,6.211717,7.3321524,12.799277
0x5c9e30def85334e587cf36eb07bdd6a72bf1452d,1.0174729,7.180301,11.597337
0x5d2f4460ac3514ada79f5d9838916e508ab39bb7,3.5373156,7.5877275,15.62997
0x5d510582063ed6c342d27d7746f551631ef68432,4.9390316,6.0732775,14.697713
0x5e0c4ce4d138c75f649c07e1a49986149f0fc404,0.47078776,9.240706,12.603501
0x5e196385ab94dd1889cb7f521ff74053ee423cf8,2.1936364,8.129959,11.233701
0x5e53ce97fcd3abe46f1ab45abb3e9a9c5e19f193,1.7688195,8.703811,13.366351
0x5f1ff6f82d95ee2aaf599577024c5d37c860b0a8,5.0291967,6.884891,12.168156
0x5f496c4c1b68633c859f45dea8fdd56e2d01971b,4.00827,8.989553,13.328449
0x6049ddfd35e4d9098a6367e36023f2a36792b642,0.054674067,8.058223,12.567906
0x60ab2f1bcedbc889cb515f12f13b91250721bca1,3.732304,6.3656435,12.823686
0x60ddd3d9544461df849b1eb4f39ce8afaab928a9,1.1934714,8.233193,13.171225
0x60fc81b4411f3299befe4b39ae8c9832271663bd,6.7126427,6.1436,12.839211
0x6111d8e041ad5828dffc523763e7ad85ebdbcfde,5.6149926,7.2701535,12.995335
0x6195e397e225cac7a04af74cba2d7ddbba1a419a,4.697019,5.593589,13.195566
0x627855d102a30bad93260dae28a0fd6225607c2b,0.19406545,8.647,12.542055
0x631abae0e172c21dd37fa303bdd9deec22d32a04,2.8151999,10.385083,13.496516
0x63d417a577b50c96f4f09148d4e4d70950db0522,3.0474167,9.351414,13.025762
0x63f2b41de83229a3f44b628e11713a2a60ae6f55,6.441326,7.6838827,13.336612
0x641d975e362e5e5cc95ca45347a0bec0b8aba1bc,4.846416,6.938886,11.991923
0x644f7170fae9d4d173d9217f03b7a77e22ed98f1,1.0619655,9.088845,13.72542
0x6476d5c547d2bd26f827acb38faa1a0529bf9e36,4.2198763,6.4250183,13.91212
0x649156ebf0a350deb18a1e4835873defd4dc5349,4.8256316,7.3817363,13.881716
0x64a422cf6935b01a88e11345c8d6b0df6d25cfa2,2.3056686,10.6873045,13.290869
0x64d0c26f561c1a653a2fe48337e9970275564d45,1.3667436,9.293738,13.586732
0x650ae977f02ac4e74ad4ab421a91af3bbe4309b9,5.058895,8.045828,13.816791
0x657e21723ae99c05c9c2a6032343c7865bcb1940,1.6865273,7.69107,14.402166
0x667b8184fcb9e83bf3180bb42f5c67374cde679a,4.495058,5.818267,13.279453
0x66bee313e91a546b82a33c372b5a9c2a6ae3fbce,1.7431382,9.362156,13.687794
0x66d1f704749ced8c60df03cd0ccfce05c5d87fae,3.8155081,9.228132,12.920176
0x66e541024ca4c50b8f6c0934b8947c487d211661,1.8495443,7.699068,12.9584
0x6716b42cb0731a530c8e1374453967a85fc17d44,2.5309222,8.93589,11.925123
0x676751fe55f734245651fb781908befff96eed8f,2.894017,9.423455,13.232877
0x676a9ecfffe15c07cd3e043172f322036a3b01d9,4.137814,9.206539,13.892739
0x67cb2a595c76cefaf66a64392bbc8cf88dd3f46d,0.44699088,7.8491917,12.309882
0x67f7aa8fb95c47e6ea9c517b623e0701cbf9d9ba,2.331228,7.078805,11.381119
0x67fcc46ed2a63971697dad2fc7bb0091fe89e51d,3.1508548,7.6505756,15.419121
0x68d017f8c75d22af6a48aa6f2f697c658ec15599,4.843945,5.9454985,14.513909
0x69148ffa0028a66eecf0709a3f99f656ff675e64,5.2864513,6.985782,14.629724
0x6957d2139d29e7db7913ac21e813f2a561e47ac8,5.4777255,7.014853,12.963723
0x69767b5edd1f1ceef919fcef19bb46d345368590,2.9681118,10.30002,13.443117
0x6979dde2781dc4ec843641b10b2a2f2e0f4bda62,3.8992505,6.4479074,12.940748
0x697c8c14cc04181b26d227c2e97241e3b1e61207,2.5615613,10.54438,13.391801
0x698077864c25a27b46e454885ac18633c464ca1e,4.321072,6.3801074,13.547331
0x69b05701f8175c276ecd0138387a197948e240bb,0.4895548,8.224065,12.946775
0x69f16a2a571d32265b5831318be9387f8aa894ae,4.1574116,9.096877,13.04039
0x6a4fd7cdc7964f396a0b672254e14ee43b5fa59d,1.9990028,8.640246,11.211779
0x6a7a17046df7d3e746ce97d67dc1c6c55e27ce75,5.663028,7.2338524,12.889551
0x6a9e7566877b52b13b28230b5543cbccf3685870,5.618675,5.5166607,12.896256
0x6acf5dc82237396e07d7e802bff984d8662360a1,6.5798764,6.776732,13.052631
0x6af6660ed5ecbfa39db3d6bf23e17bd426a183ce,3.2845728,10.405527,13.490034
0x6b03361ed8137dc2ee5ff88fc968398b993cff4b,4.846395,5.6916494,13.6827135
0x6b44fb3b080c233c6cb0b2d70f4b5694fd528572,2.5107129,8.294116,13.737804
0x6bbeaa7c0668557ac6c81b63d4451647db962b76,4.8185167,7.7726254,13.945215
0x6bea81d7a0c5939a5ce5552e125ab57216cc597f,6.114175,6.9780293,13.61731
0x6c8dead29a3ed840dac654e1a505045386bc528f,2.1721933,9.113873,11.63908
0x6c98064cd84c09c827fb76e772dbb805f54aa564,1.9829385,7.7605305,13.142422
0x6cc3dbb19a92839e7972a8097a092f1aff4aadd6,4.0379543,8.75473,13.220368
0x6cd0aad83408ee9fbeb851eb68bff5aa7ff16ee4,1.3242666,10.230229,12.778687
0x6d208ed7f427f73e75bddab06c76cb3b31bac290,1.7748982,8.142301,10.699333
0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.20965932,8.293703,12.873243
0x6d6d7c05ef7f31b31b618400495b4ce4092a5089,4.7098765,9.28529,13.612173
0x6d88506b45cd8af98c51ccaf047e619c6789ab7e,5.248794,6.8209977,13.681535
0x6dcade414ac7baeeae0ab8a0298728e521c7ddf5,5.1032887,5.6888213,14.252166
0x6e4615587375d1f9161bb97d5c4a3611a22bd884,2.048194,8.002435,10.914137
0x6e88dc3708afc2b0032eeff625df78dcde1e741a,2.4519196,8.481003,12.958431
0x6e9989debf991affd8dfe4a73efcbfc8cb658473,6.241388,7.546681,13.02917
0x6f142cc70bd7829d9b41350b5dd13ba20388a473,4.2212505,9.154958,13.025651
0x6f7d75c18e8ca7f486eb4d2690abf7b329087062,6.534838,6.4558287,13.134909
0x703c65097b0caeeb6742bebd12b04b337d931b94,1.8401006,8.501825,11.188968
0x7044be555aea5bddb3b9808658500d4e0d0a6b6e,3.553322,6.2257338,13.896477
0x70516b444bf37b44e8c5a2980d04506038ac51ca,0.70497966,7.8460865,11.653525
0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,1.0443705,7.4730554,11.852576
0x70875c76b1219a5e03ea43881a2e90faade89fc9,3.5310915,10.061895,13.507462
0x71195903d21fc9c6c045e83c40b38f6cd049b388,3.729615,9.26078,12.881629
0x716373c2d4420f24d7137a0c524239b176c36af5,4.1915197,5.789524,13.326667
0x716c4b3548599076cd7faacfef0d6a457fd87cb9,4.7484517,5.7424397,13.511632
0x71aa6c4e87225fcae2df49f977c7fc0d1e8d2112,4.046581,9.343272,12.993713
0x71f060a388589f2917df5e6b79a1e43baad1b611,3.446079,6.4589367,13.075518
0x722e2a523d7a57f312f3957293a88ec90b22c4ae,0.9620096,7.2516875,11.610907
0x724691a0fd2d1ac28a556c97f0a2f5af21ca4ad2,1.377135,8.966743,12.909545
0x725b3732f5c755978dcde41db58a523251016e4b,5.065518,7.063076,12.167778
0x7274c9ee5afb517572ad0af8557e8b25d2796b43,0.3493197,7.7929296,14.024962
0x72cb918356c4f6d3f1b2e532928110ba6995f139,3.2600987,6.651363,13.936983
0x72db642e6c803993aef6fc17e9b159c536508bb6,2.3035958,9.14059,11.720086
0x732f7178048a7329cb37e251845d4d39d62ab4ae,1.0582585,8.063727,13.667031
0x737ea32b0458103019a2a95a55bac57cbc834d44,4.9399505,7.263694,14.578547
0x73995eee247170539a46aa715fabbd4d5d42b55f,4.7559958,7.9694533,14.057169
0x73c0adabc111af82269ebcb4e9022b1ca3b90142,2.1131864,8.5784645,11.273143
0x73cdde45485932f12b534d1826577aa1197edac5,2.5356033,7.6634474,13.139376
0x746392101b030f5303391a7dbff328e82a46f5ba,1.3597789,10.292056,12.840763
0x747ccf6d082c7db449aa9db49e6001089627c27c,2.9337077,6.5878863,12.304219
0x7494959e4f1ade929df61abe0aacf05109ab19a2,0.16636483,7.8090057,12.9637985
0x749af60aeddb86cd0aa41e50f546097528ec9cd9,6.66129,7.2563686,12.992562
0x74dffdad17f5343419d606985908c67d2988f87c,0.46550208,8.052707,13.7436075
0x760ec8576c2dc5dba2655f7b948c0689b02b6cb0,5.2207947,7.4650297,12.867727
0x76537e159ef79ff8dc8ae21ee0763a120262d004,3.3993716,7.7656164,12.494572
0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,3.4771914,7.6125135,15.626756
0x775054e47172f14130eaff0fd60d7477f8086acc,2.8774297,10.692498,13.446156
0x7786498ffb58bedc6c392a4a40789be5c2da240d,-0.03524113,7.9256616,12.660072
0x77c1dca853d201165f6d8bbc66c7758bf620cff2,3.640656,6.2142878,13.036155
0x77d4aa158439c01cac7d726d1260ec627900ba35,1.4335351,8.231395,14.031267
0x77f12d27fe3a7eda486bf899ee274562928844da,6.2661715,7.424584,13.586693
0x77fee2df7bad4f1db93052fa82bf78eaab771a16,2.7948344,6.670356,12.299764
0x7810bf10e7e275fec9c18e043c97309031bdecc2,2.8724248,10.529763,13.489846
0x785dc7204e2da8694c045e615562e946aadbf914,5.1283345,6.8525906,14.736338
0x78d0c2356dc952307da3d45184593ecb8350c3b7,2.3822434,10.367756,13.332239
0x78f6c2458b53d0735208992c693bb2b2dafebb52,2.709499,8.187247,13.734381
0x79ca2977402aba6b2e45504b94e21124f825a860,3.8520389,8.817721,13.392607
0x79cc76364b5fb263a25bd52930e3d9788fcfeea8,0.9705091,8.880838,12.429745
0x79ce160c96df1a6134730a3cae977676c8c40310,3.5407987,10.136716,13.533967
0x7a5a42bd6b1fd13368732be8a7b63e06064e0394,3.5318859,6.3589783,13.835593
0x7a6d5fc57f6906f337c48fe2763c3a501304f79c,5.2650986,5.9960175,13.59579
0x7aea4799452f25d50386e81029794e0ebbb6ec06,4.710006,8.119399,13.976756
0x7af0b7a51c6bbf3970a5d0c79fc958f3d5ec58b7,4.9921207,5.6095924,13.947495
0x7bb5367d1584f3421342f22468cdde4be99ef8db,0.02882155,8.066383,12.642556
0x7c45b26c41c29330d042003cb312e73a3912024f,6.9958124,6.3550634,12.775133
0x7c542bc686c47e7f6f77dc807024540085343e21,5.8686304,7.5753913,12.962668
0x7c976f00e84db0b44f945fc6d7fad34b43150a1a,4.113943,6.5992055,14.582255
0x7cb240f9b12e246e727a84bfc13fee5cfe96b674,5.6218634,7.6572313,13.576703
0x7ccf204e00d31b392ccb1a752b6855cfbd14db81,5.0016184,7.4792867,13.94472
0x7d5c17cddaabc227c7d1a34ac7f6cdfda6985d48,3.641542,6.0436463,13.462726
0x7d6b355ba07f0db183c83450666300eb1c391722,4.4215307,6.3799505,14.326473
0x7dacca323e44f168494c779bb5e7483c468ef410,3.2695482,7.6454105,15.455181
