trader,cluster
0xaae2f9fdd478427fb1ff1ec8789ed009347c5745,-1
0xab0c6b87921cfa8482fe27b76c7ed27fa243c27c,21
0xab21291b630b03e1e79bc087ae03d1855c8d86ba,11
0xab35235955acb89131d4a5015cdeecb0d24017da,7
0xab625f3216f1c209a1c069b29491c3009f258292,-1
0xab6521fb5dd9961da780d1f82e656771d1032231,-1
0xab7f9f687c035825ab5bb338a942b39ef6faf0c0,17
0xab8e601812673123093f4e27df23826bfbaea49b,-1
0xabcaea50f029aca1204a5ff64150279871dec56c,12
0xabd9bf5d961cd5dd2f40d0574334649661802e68,1
0xac7476e14f768e3e67c195e79c2490dd20c70127,13
0xaca01c9d52c6a2a439651d5be69cbfa0873628ad,-1
0xacec3accdb28be1e1e7fd2fd06e153e382fa6063,5
0xad4518b0dd47c6601ef2bd8e2c19dfb4baa5b8e1,23
0xad59dec129b6f5b3543b04492a603fc45b2e4fc5,1
0xad993eb8260e06da778a2b6adfd3830cf9129224,10
0xadcf1c25c9417072708271e8ece7c3675e2b2be8,23
0xaded86bf6e6fd72f78dca132af112fa36230809e,10
0xae68ba3561e49dde6818a8d78a4570b634759b24,15
0xae92278e1a194220dfbe209f4794c7513ca7f580,-1
0xaea8e3bd369217cc6e3e6abddf0da318fba8e59b,11
0xaeb9524147d59190fe3652d3215c3b3f50f391fe,5
0xaf68caebaa151dd592112a07e2344b3950e13561,7
0xaf6cdefeb36c0059486c5d4fc127898b7d0a7db1,-1
0xaf8315cb34841fab2ee94c229e45dae7901cc217,-1
0xafce8249317d554902292b5590b08ddd8c0df713,11
0xafe7a09e5ae06f04a6a52813c869d01dba501520,-1
0xb002318e7800836974018ab0cdce6a69161588ca,-1
0xb054e71293e24acc83b50880d31ebbdbdebb9ab2,5
0xb05ed8d08af44a4decb46fb24a27302921be5917,22
0xb0767b217fb1530b064bb1f835c57c047c08ae72,5
0xb11259b152b5c32eed8d788a0566775b57328c0c,-1
0xb141e5281265988bc271244c29fe9b44c3f780e6,13
0xb1694de2324433778487999bd86b1acb3335ebc4,-1
0xb1c517a30cb7cea401a538f6ac8160e75bba65dd,-1
0xb1f431527a1c7ac13cf87075f1bd2e07af6b5892,12
0xb20b39a15a72e203c752dfdcccc3c6a4e37dd2ff,4
0xb235769014bd63de9ef56995b291c26ba13bf561,14
0xb294909b2b1da1fe6ccc963dc673bba9f41ccb99,-1
0xb2a7131040bd752a98861dc8b2089a5ccf767836,12
0xb2e3acb1dcc359eb89699dbf5d0cd43600cdb668,5
0xb3162a3c788399d9ec236c67a5af083dd78c8022,-1
0xb3754a0f3eb56fb6bf6eda48dc503b9979f4d883,10
0xb38a8227df6dd21223919dd94da17923809ea1a3,5
0xb3e343f5bcecced6325928a2c199b9a161f3e238,11
0xb3e475368ed0fa0ad23c04de0423d48a0758806f,0
0xb3f4dc6be3f023ae493622ae49ca4e0affa6d9d1,22
0xb3f876c9972339a1405346b1a8a27204f0bc154a,23
0xb4192ab96664248c260f9b7e3ef5d55b55b55384,-1
0xb49dd0f80e827d59027dae0da689adea7890c2ca,11
0xb4ab53a1392816ac685be2f60d6e807dea91d207,-1
0xb4d96c7387a45fa2cb170fa1436a86640ab00eb1,20
0xb51a9a44a8558c04ae821ea1088ab5857a4a7ca1,15
0xb537ef40717b400ee2c38a200d859a37ab577e9a,11
0xb58216005588bc45bd342a2525d52e05c69d13ac,17
0xb59688d2512fda5263f3d90397b3ccb5ee941417,-1
0xb6210eb2662589db1eb6796c81d3f017645414d3,5
0xb6f1d510a8e18a9ba14cec92791c026f8f3b9072,-1
0xb743650b4f77bc022e0f5cd7dd7b742d791c521c,20
0xb756c89e73c8711a881c009e10f79b1566f80cdb,-1
0xb763e8b9208a5a0bef08f200cfc76c0d03e7a5a1,11
0xb7789ab9f0d568e0aa5469e3cc8eff8682fc8673,-1
0xb786074078d2cd10146521b500cfd8a154c13b2d,21
0xb7a869db5c694f5fd833b158983f351a9738262f,9
0xb7ad15ad3457d8b4a3f9c5007bbf27c1f80092bd,-1
0xb7dbcb88405517f71f9d37db0a9bf2d86b0972c5,4
0xb847748c6119d1d91a6613d549d041242cbd1c24,21
0xb854f7f40f0f3e1801fb6d8828b6f6dd97ebf33b,-1
0xb89df51412ae506e83679267c12140ed340599e1,6
0xb8c104b71db6b86e581c0f65fd80672e3e653b20,-1
0xb8f43ee0513e53309b9d6d6a42dce8fdb694b04d,-1
0xb9022d736e1380a322bf9e8c1cca4b0c8eeaa09b,7
0xb9b59769a0a92cb7e0f335606460b32aba9df895,-1
0xba5f4f92f396e6de20d3dae5eefa65f4ecca806a,22
0xba6de73b64eca3ff95c4ab7e5328912c360bd003,11
0xba939edf38c0ae0cc689c98b492e0535f43e4550,9
0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,-1
0xbb475febf78b528f4f0d4ae1a12541406565199c,9
0xbb610f103dbdbd7596857918b1f0aadcd4743877,-1
0xbb8809c3b90f2b7a8d2ad576005e596cb79a6330,3
0xbbf7d7a9d0eaeab4115f022a6863450296112422,18
0xbc433ba7c34752448c5361e5ed3038628a1753b0,2
0xbc5bf88fd012612ba92c5bd96e183955801b7fdc,-1
0xbc80d11005f958934735d61f5b71f05060cb1d9c,22
0xbc885692418ba89bab77a43e6e1d66736a4d0910,-1
0xbc96c07aabafbd813a21eb88cd4ce4a5b458c9ac,9
0xbcb75d7fabb14f28f43c109de116d28e15dd789f,-1
0xbcf128c44cbb52a14c395a4e5b66591902cf8bf7,-1
0xbcf828248672d3cdd7e8e375388f05c6be0ae47c,9
0xbd03ac5d302b76deb5820117ebfbb1600c718a47,-1
0xbde7d5dc6eeae1b0cac8d10edb030b2a274fa3dc,15
0xbe3a0ebf8601c8730d676416f1bcdcbb526eb1df,-1
0xbe524ebfc0092dbb782f7022c473aa76fdbae9a5,5
0xbe60643f8506bb02de678f9861ab9df0b6f83135,19
0xbe7a6bda55e5e872024d450af22c1aa08e60b9ba,-1
0xbebde2013546b3dd76283c58c5652ad0e3bdad52,3
0xbec16539d77067976b8c807148b2c36ed9731fde,-1
0xbf1935fe7ab6d0aa3ee8d3da47c2f80e215b2a1c,-1
0xbf20ca628a724247b290d10c6eb1cf7dad44edf4,-1
0xbff1def5f6c32475a57bbba43ad4f31acf67b1a4,5
0xc01edbb96640442257227f481e30f78eab45ff90,21
0xc06103cbd0ba469640d4139621977f65ca8e7041,11
0xc0ab956f36d36f6c1fe4f50450407a832ad911f3,19
0xc0c0bf18b2b5cb27dc25054be25f977e0c330393,-1
0xc103ccebeef6d0f4cdcfcf3702267570c122c2da,6
0xc1f8aa0d8832aaf9986673c2099d8fa0fab618db,11
0xc1fd39727cd10fe97ccac228888f025309560a93,-1
0xc29942b172a7f8b9d95f5bb221a077a5282a0215,1
0xc29d294b9c254d20ba7e20923f31a8fe91d4faeb,21
0xc2d25de009756d3e2ff8a69fd68a02dd7679a8a2,-1
0xc2d4ff17906940004b25884779c74aecda24fb83,9
0xc2f3a965e92aa4017d17f925f3df337127bb02ea,12
0xc324f6282a0190386505faa74de5d14cf2cd1b7f,2
0xc37d58a86110db1e8090a500404323eb7efe67de,3
0xc3fee428d420118633661b813f01e32ba165a9ff,-1
0xc436b9bd1ee5052be77e48a5662d5b095c3c5193,-1
0xc43bbd40a1bf61e27315682b8e0bad6243a50708,-1
0xc4ca8f910702555f0ad3f81edf17dc82b0f98bce,-1
0xc5981fd0eb8c61f65615ff75a1d093661566a0ef,17
0xc64538ad4cd1ef3488e01911cee90c08c243363f,-1
0xc646224852c03ce5eb15834fe8c4b550f1dc8240,-1
0xc6bc7557069f7ba9f38d69f63a891a78d16c0da2,-1
0xc706c87bcdc12747b8a7882dd047dc280b44d30e,5
0xc75d9370c9f769b05baae78204a89854db920c1f,-1
0xc8160b24922664d9b3cf7f0acbc149dc33917d15,-1
0xc81627434af14d5b35d808f40227d18d41c35c64,-1
0xc81dd6c8424a398f48883ab798f4af06f1fefaec,-1
0xc8c1ce90ae6e5afbe5a62362b3ba30664b0602da,1
0xc8eb3a7f5ffa882c6ee9f689ee57800f9eaf5f1c,-1
0xc9ac7d67d204257cb1063c710630c676e05fb378,4
0xc9de7feccfd93e89b52e4ea019b56ea1a3e56f5e,-1
0xca2460f2d3a1294d4b50b816fa515c82ea7a7ff2,-1
0xca9fde63b8c66a713a5c9531e5aca8ba5a7d50f0,-1
0xcafe0099a4422a3862ee3612bb909c74fb767777,19
0xcb15941180ed7cff8b3547117eca6b78cbdeaf9c,22
0xcb525be5530b95a1f3b2056f380ad3be61a648ea,-1
0xcc1159ebaed7316a43cf6c6e76d61a2f6fa65e26,-1
0xcc16e864b9a409b4baf544f09acf6d8f1b5d0e3c,14
0xcc9bd2bdff4a835c11861c9b6b1061ac51f661b5,-1
0xccade4cff1224e46961a68964da1ffdb991277b1,-1
0xccd7dc28a9d9a3774b973ab525b65ee6cf3dc0b2,20
0xccd93fefa25bd544be61388fc0c537e60cb0e9d2,-1
0xccf135ab352d561a15eb7be2a243cc4fcb7f0ab1,23
0xccf343eef0c5f2590ee30efc9f564b33aeb3c7e6,19
0xcd1c932a413868c3c84e73e195bf34c1ba4ffec5,11
0xcd353d93f3f9fc70f248dccdc944da768b55d6b2,11
0xcd646012715e42c750a45d3fefbeaba3d0dff33b,16
0xcd6cd380329759474d36c2fbc7b9a13177f38bd9,-1
0xcde682fc64f38967b71cfd00803d4ba3d60e49d1,7
0xce15923666fe8bfa84e9518b0f4a3512a55ac2de,5
0xce3459424d2b171851eb8627636b2b1b4ea1786b,-1
0xce41adb378d566bfd7a465354122332e0c9dc5bf,3
0xcf75d37154240a64efd59849e1d5e9b29743de71,-1
0xcf7cd8def28187571127c54162bb752200efa547,-1
0xcfd732f96b1c156511198e5e2172e0895a7ca74b,21
0xcfda9610dd28e9ff74240a1d4136e87a77e6da82,-1
0xd0254dd9c10498b256b6ec3bd8de37a9ba4329de,0
0xd08a4557671ca465e7bba41110a93148c90f9931,5
0xd09fa948296e54d1ab73a0497c16403a08a84732,-1
0xd11a880a60b889f9e88d260a3be04accd60c0efe,19
0xd26a77be873cdc25f0238634326f85986e6cbd1f,9
0xd28b8c38aecbb8a5565e9cb29236c509b772a999,-1
0xd2e1acc0839231a039fb35e646870f276131a46b,7
0xd2f03635901956b950737bbf02463dfad9f2e9e1,19
0xd36bd5ca74a91d1a416434d703fe20495f43ef44,8
0xd3efffb8c6c714ea0ce470cce196675ec86c68ce,6
0xd3f65b9a79950f51af28a229578352595229b76c,1
0xd487e26c62ed8c28ce3cc70b5791e501c2934982,0
0xd53e635128df41e1c0903349ebc117645b196794,-1
0xd598516dcc699ced64ee441b20f41cb2eff9c098,9
0xd5efacf049100c0f7f5629cb4dd024df5aa07040,11
0xd606825fadd40f72d6e0e3b7b6a7ae360d491acd,15
0xd62e26d9a1105897f85359128a515bdbb1aed748,11
0xd63c228ea09e4d999f5fb3ed7d3529756e3a724f,-1
0xd649f9651fbe32a961cf2746e2f9645d48617924,23
0xd6608f4027ee90db6dc45d0b4b8e2fb0a49c1f61,-1
0xd670ced0fbe4e126f8f066d3d2579fe532f0b2ca,22
0xd6792df4e2d5cccfb4962030ba3fce4628e5266f,-1
0xd68ea1233b1256ba9dd6a28395c00368273d3366,-1
0xd6ef5649200101eb44ce8949f4cfb167b0c5a07a,0
0xd73046d3c2a19f13f1fc4e061fb2898c372f0e1d,-1
0xd7906ff6eec3c00a66e04b17271d59e0cf31662c,-1
0xd7a678fcf72c1b602850ef2f3e2d668ec41fa0ed,22
0xd7b8209d95d4c05faaa505671211058d51529f55,-1
0xd7dc29918d5869a6715e94338316529d5847a6f9,-1
0xd7dee6aa08a0abf95e8631645e1cb6bb923934ed,9
0xd82f7d84a524b8e82de0cb3df1f04e338604fd8e,-1
0xd831409a48d8b21d59245c12b1540a0820446203,-1
0xd8e96cbbcad00b28cefb95f8e14a2f076265771c,-1
0xd8f5d7223185fa2afcba07da4470ff6a862133ee,-1
0xd909ebb22d37bf8c0149f31b0c299d106f518675,-1
0xd91d986542fe4bc4f57c9636aa322612ae818c4f,-1
0xd943570f7d7cf91621fc667f4149ff832a8ae93a,16
0xd94606128b20680539a719b07bca6cbc30786a28,-1
0xd94d0db6c59f7e6fe3d77cec69aa817121b40096,-1
0xd96a3304ea0fb4b6bee6ad555e874802dcd1ddcc,7
0xd9d860a621535087e5dc4db775ad723630c34c75,-1
0xd9f90dfe7b9375704753e53584e70e6d4f890388,21
0xda2a9a32ce481b006dbc39df72caa953ec455d3f,1
0xda51323fe9800c8365646ad5c7ade0dd17fdc167,9
0xdad058ab8e7509d605a8cf2bf7af1b613573483b,-1
0xdadac68f07a1d73f388d2f50494397715409ee0c,16
0xdb2069eeaa5eabb5cc5590a690ea3cc1f40d06a8,11
0xdb79fe310ea2972137d2a23658db0234902b517d,-1
0xdb7b0d23c740b81605c4b75543b4c1d40f9aef99,-1
0xdb7cc6edcad37adbe3149948b17bf4b492a16a38,18
0xdb871356f8935567bb9f7975edf9c649ab8989aa,-1
0xdbcc9132a5cf4dd5a2c4e1b5903f8c8038ef5928,-1
0xdbd1bac81ad581c7198c9d155ca468f32a0c29dd,-1
0xdc0ff96c1ddbad424478ef10a4c71cd64c76e688,-1
0xdca131ba8f428bd2f90ae962e4cb2d226312505e,10
0xdcac85ecae7148886029c20e661d848a4de99ce2,-1
0xdd00270d347ea0fc0fdd82e9385fbef0682c24f8,-1
0xdd45236f43353cab68f316ff2a6c193d508a449f,-1
0xdd594463a4a809eb8bdb0f15b060aa38573f6a14,9
0xdd6ef05e4e8c99f51f236a06883899304aa9c20b,3
0xdd7959071ee964ee2bc280554a6704b064ffd0fa,22
0xddbfce0b9e06f22f4dd411511ab99696f3a62330,21
0xddce6ae3db95eb2a0259aeeab3f6932902354830,11
0xde22e70994ffd3748b78c82af635d8c584044903,-1
0xde2874cc9c2943d662433ba8c2b8e9740c8a7792,14
0xde95b007e425cacd9c1aeddb8415f936b4d84c74,-1
0xdeb2bc7fb294b11152ee88165079485e27efb8ff,-1
0xdebd491a259a242fc9bd8fd780a507e8e062b67a,21
0xdfee2d4f729723aed67eed4bfb7a998dbb4294c0,16
0xe01ff44ed40070b19cc967b4f062c1b633f29195,5
0xe02255c3d6221dc05e81d2196179d5192a1176bb,-1
0xe02e420ec55b4e03924d77c7b342c012541ba2d3,-1
0xe06142615991dee64ca813085779fadcc70431eb,-1
0xe082d8db0a9dbd0196a7486484274f1d469025de,-1
0xe0a8a4d427eef7bb1ba257323e2fcf42d5c558cf,-1
0xe113311f35a53b196c0ab3ed31ad0bf937cc5c07,21
0xe1685263f659cdb5c04dbf0efda8a3fa5f1b951e,13
0xe16d87c9ca88a1227a34c834b72d48b577abb353,11
0xe1cb91810f6dae1f6155c7844e24feb43daf3df0,-1
0xe225cc851fe119e684a28d82a06cc4bb7a2c7c59,-1
0xe2823659be02e0f48a4660e4da008b5e1abfdf29,23
0xe2990ce029db870c805e90a1a8a1d8a1c52255d6,-1
0xe2de883bdf9e7d02751bd4c80f81fbcfdc2cb7a7,-1
0xe341443f94315df87d71cd872b3da253625aadb4,4
0xe349b5c304e57aa379fce8254174ac943bd62b8b,-1
0xe377e2f11c745c294ad65686635217ec765059f2,-1
0xe383475faffd3a725a793c4f01adb39579922928,-1
0xe383599fa27190359f8065d1566aa75097e89e2b,5
0xe3ae260fee322b7ee0ef4e81ee645705b3cd63da,1
0xe3b3482482899b4890ec5a2093cba2a558d0c14f,12
0xe3fd4b15d5e93562839875fe21bc001e983632fb,16
0xe4d83945c0322f3d340203a7129b7eb5cacae847,-1
0xe4fe6f4872a8afcaaf8c7b8d0678743720a97b2a,5
0xe541742afffaea299b9224ca38695588791722e7,-1
0xe55c9840eb6ba1c75160ed611e3c72bc438dca54,-1
0xe61a3121f887a864efa63ced52b9172783cb789d,5
0xe62fc60d4c74d4af5ea4fa360826e5ed5b6747d7,-1
0xe65bac8dd067e2bf78e78c6fb3b18903d55db802,11
0xe65c360b28bd3da42d9a07d97f500d8d480e8428,19
0xe66e3d7fe460384ff9189b6efc5b83a5f9fa3f45,-1
0xe6784abec0aec3aaf52cadffe6d281b5a48bce24,19
0xe67f141977da22e5c34d15c19b35f180a1532715,4
0xe6fe2362f915d627ecbf401b0ceef3dd2b2b79bd,11
0xe78a659517b45c2e179fa4748b3c0471eef3a65d,14
0xe7f0f118016a4b16617578da65f0b6be3c58b6f1,23
0xe8681168f59af16c60c805dab7842eb75f127879,-1
0xe86b057f5eb764c9738d6b0d38170befd0723664,0
0xe8758c2584c6fb39ad1f8cb1bb83619e93231ba0,-1
0xe8adbfeb2112b81f640df743b7919c3d68afc078,-1
0xe90bf24e807df04f1513d50002d78bfc22ee84d9,-1
0xe9873814c821a97f5bfc7e504a162f51c20e8f56,2
0xea64d89880ed8c6c6c1ec77472d26a6368818980,10
0xeac842b2214cfece3f0d288293da19f408d91ede,-1
0xeb1a6d5f7bce49a6a4b9abc57cdea57fce00630a,-1
0xeb6eda4756f831824cd28e568ef8adcff35016e3,11
0xeb76968eb4854230ceca285821591d09fdf2b94b,1
0xeb83e695adcac2e83f290d2d2815fc58e6491d7a,2
0xebcfa0e05df4c406f4a166b1318581134a8537c0,-1
0xeca3005cd94338ba8fe4f5fc02e8d0f509d5f040,22
0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0
0xecd227b51328faba79c951da9f5e582387b7f89f,1
0xed1fd08a946588c3847a7fdf3f76456ef9fcc854,-1
0xed7252ec32d8e8603f0a552b4a6182d5c17fc28c,3
0xed8dc94885bd5324e08729b59d05aba1e88da465,8
0xedf3f7d117f9bb9d7a7129471c50794f3d88cf7f,-1
0xeeaf4055e581dae6a4eaea0a66181ecb207787f1,-1
0xeec68ee6baa29e43dba177ce010c867d49b775b0,17
0xeed00c28271a0b35d5c306c8b8c46379ec9c5904,15
0xef5fdcefdb38803a654ee9f3539bed8058443d99,0
0xefe3e45503bd838fa08594906b0906d252701cfe,16
0xf060e33cfa0727a224a184622606213e8f4e6a6f,12
0xf138b360e7d8d64416b2666280c688da25134dbd,-1
0xf1702a21d7d3a5d4ce73d5f0fa4df35ade384f24,5
0xf18f61b728345d373b84e4664b82658e12710117,9
0xf19a8f29096ced385abb7c4930548121c97c8c40,-1
0xf29d1e92aab957b4ce52e4fc7fd6f2376e2dbc27,-1
0xf2c8f77254a6799700fe266719397b48e3b8d7ac,14
0xf2daf90dd0cf2eb5e095775630f0f6f3f8a2b463,5
0xf3019b7c49b21fb9dfbc6b0af44a56500267ec6f,8
0xf30bcf4f764ec0caf33b150678549822ae78a75f,-1
0xf318b7c7f3dd6bbf3b651efd3dcb161bb9f47674,-1
0xf31eb7ad41eaf39ba6a9868c45422ae774ad887a,11
0xf39bb94b221eb648edd35ae5c4a5cf7cc0f761fa,-1
0xf40f793ba6bf4ff3b7a7180e4da9c721bea85c69,-1
0xf4939e64793fc85b68ec4ddb1697b01db3977134,14
0xf49559a962d46b02b49a70320cbbdf2cc7ba40a7,11
0xf4b5dfc9beb2fee17f9f3aa67d7d4fab3e6b8e74,-1
0xf4e6a66c786b594c586d931af4326aef2d455f35,-1
0xf52032aa3adc354ae3a155f4c7f923a580f55706,11
0xf521c8d72af09309f0c50f9c3dd053fc7b013c33,-1
0xf53cab0c6f25f48f985d1e2c40e03fc7c1963364,-1
0xf582a7c87888714ca875a70b0971f55bde6eb148,-1
0xf5830ff9b625b60131d82530c51c9e294a9f7478,23
0xf5a523b171032c060d49c39fbf2e9bec473e1286,18
0xf5dd745bcf393686ceffb6a43f7e7b4c172aefad,-1
0xf62edeee17968d4c55d1c74936d2110333342f30,-1
0xf69f85924704c4ddfbdedd5150c176f576011bfa,1
0xf6a948c516b3c9cb057d1c7c3894714562535e44,-1
0xf6b534d0500813a37ec32494321a37c46268a98b,-1
0xf7499ba3400660a1dcd9475cd5f334635047ce7b,2
0xf79d1252a6514ad59b4ea77834cac44cd7d49c52,-1
0xf7c2ed23ddff71b17473db6f330fd8cb18388010,-1
0xf83858e57d9f804f5ca1603bce82558119aeac7b,18
0xf83e8bd8dff2f1157d83ba11e698263411f3dbea,-1
0xf83ff544ed6f00fe7a74782aee3fd9ea54d96728,-1
0xf8eac6eb2efcea7b952f2e901988302d79c9192f,12
0xf8f324a93d0d9d3573b2e3d938e19de1a92321c6,-1
0xf93d43f4b399547eed48bf437867ae0a7a184b7a,13
0xf970f3cc94919eeab9078899cf4e0c808ae1dc06,-1
0xf986f4a9f98a9ee7760b8dba5e71b7291df77190,2
0xf9b4cdd91db7a086d59ecac8b44725db0ac54f2d,22
0xf9de4e7c610b325781388dcbc39107b09c05dcbd,-1
0xfa7afda0dbdf010d00466209664eca6c0bfebe9c,18
0xfa97fe321599641d5e62c61c222a961f59662af7,-1
0xfab7cb9f74319a012907236ed9b65470c2423899,-1
0xfb494ccd5f9440b28ed663525b3151cebaf4e8e5,5
0xfb7e2f3c47940af4dc4df67f716de542ce0a75cc,11
0xfba30c4a12ea4503919d09d533bcc1f3b211c404,-1
0xfbb64f9fb18aa6bcf9fe1a2097b3b79435008113,7
0xfc2a4d455038aeb6468d46a66275f913a6ff726f,-1
0xfc7a1c51e26efc6a3c8245cac5a29bce4d7a25aa,-1
0xfc93c3010ea5668c1b6900a9fe87168b63dec145,5
0xfce053a5e461683454bf37ad66d20344c0e3f4c0,23
0xfcf104006bfff47695c1dc21dad3e9de1e72098e,-1
0xfd1975975e60f5413131eb24143379ec83a327a4,13
0xfd97600ac44b3c4e20ac1a5f23e3b18d10fa5912,-1
0xfe3309bcf078e78dc65de26b3a34fcf04da3a83a,3
0xfe348be771e68b900b7c5e718d161ae72e063c0c,2
0xfe8fd7c18c9209aba3d3e0c0584accfb5c22900d,-1
0xfea4bce8c93f3ceab7cf42fe3f371c494dcf7a9b,8
0xfeab64de8cdf9dcebc0f49812499e396273efc06,-1
0xfed459402e31f2e16260f2d89cd8e654498d35f1,1
0xfeee942a06d2f8012823ccde7bf7bcbcaa29a09f,-1
0xfeeed14648595dd8ebfad8a98b742c9395a89758,-1
0xff14b7d0c7b16a425d07c7ef9cedcb8c9db8f305,-1
0xff3f81bf116731567f2d8f7f38c057fc9f4d316d,10
0xff617cb0295fee9bc079bbfc5e71877bc3d490fa,-1
0xffefe1ba6f2c69918a603c755331e9885504ed1e,-1
0xfffa6fc6acc3dbe04b175862376f1c5ff88cf9c1,23
