trader,style_drift_score,num_windows,num_valid_windows
0x001a1a5eb6800e78197b92a527b3ba8b8d5bfef6,0.0,3,1
0x00db0a3628191bed577700b1b4ff8423d3215792,0.9999999999971146,5,2
0x0101eaee8d0013234c32936963ff504a9954220b,0.940958390085702,10,9
0x011af0d7a38f1b1b43cffd7a51e1aa38d1c61ece,0.9999999999971146,12,4
0x0146170a34bc0074f5944fd008cccf4d764ed386,0.9999999999966515,12,6
0x01cc2fc149c4c0b1c7d7d253e793115b31e25a03,0.9999999999972693,3,3
0x023a3d058020fb76cca98f01b3c48c8938a22355,0.6500224216454689,12,12
0x027717f112baa657c224eadadbb02602b463508b,0.9999999999971146,12,4
0x0284bbd3646b59740a167ef78a306028343f3806,0.9182958340516042,10,3
0x02fbbf39d1e3c142994b383af5ac3f2ad744cda9,0.9999999999971146,5,2
0x0319b88008686bcf15c8d0955b90b18050c661d2,0.9602297178580305,7,5
0x03c23d5f89defdd0854483b06761a9e7896a47cf,0.9999999999971146,11,4
0x03d50cdc277f5fe70259511d56ea4c5a760064ef,0.9999999999971146,7,4
0x04027058bb4aff889402ffb6e4743a96ce88149a,0.9697238998651407,11,6
0x0468aece9ee888878f7d8130c2882f61e3cf677a,0.0,2,1
0x0475e30017e5a4efe79cdc856740088f410fee99,0.9999999999971146,5,2
0x04a94b61531a1b3a3b5bbd01dab4522f297468be,0.9697238998651408,12,6
0x04c6436109ade28b6eb0e01f8bc30869eacb1c83,0.9463946303544555,12,4
0x04c8e82bbd0a33d3179e767c262223f50e74f7d2,0.930628224413229,12,8
0x05245ef7f5e5fa2db758ab31292ce73487043971,0.9999999999968934,12,5
0x052ad64f9ceb6d6138467068c3e2f57e9f9d91c7,0.9999999999972693,5,3
0x054a01da80ee37d5220af5471b1eedbdcd2cdb2f,0.9999999999972693,12,3
0x05c1a240d17b2459b9bfe2ae4c7dd53db5031ddd,0.9999999999971146,12,4
0x05f761aacd63e4e96bf98f0fe5614de5ba90856c,0.9999999999971146,12,4
0x064f5692b711fe69cc10ef3848ba659b8b6dcefa,0.9999999999971146,12,2
0x067c14b41eacc18eea90099006f47dacf0a69746,0.9671320180830053,12,8
0x06cecfbac34101ae41c88ebc2450f8602b3d164b,0.785475297224449,12,10
0x0725b9c2ade8ef81a6ff835abb73c9e0c95c8b11,0.9739760316252737,12,10
0x0748e296e5a350ec36c8487a1cea406e1b57d4b2,0.9671320180830053,12,8
0x075c707b6c1b95405cc5f00273ab1a2a946bb384,0.9609640474407958,12,5
0x0762a621091357d600af930ad21ca493ab5b0282,0.9999999999964029,12,7
0x077a25d1f579574fe168bbaa924e40c9bfa57ccc,0.9999999999971146,5,2
0x07a91bc69f136950419cf76d15a8b6e233c5baed,1.0,3,0
0x085db44e424331c3036e3ebaf7c7e8800b2cf1ac,0.0,3,1
0x08604bf8baafac4925cf40485c5d1eae07c0102c,0.9084496903109991,12,11
0x087a728decac54ab20f622d098db374b59f99347,0.0,1,1
0x08bcb856963cb4f0c3f099c64a57c928a9c88888,0.9609640474407958,8,5
0x08ca4981130794fb8e9700186fa7ec689bf2d1c2,0.9591479170243595,12,6
0x094646895a32af6226297280cb58b5401e9f7a04,0.9999999999971146,3,2
0x0971508fd715704b3abf6a7f11c45c1ddabaf73f,0.9697238998651407,12,6
0x0982bc8d7e82733f0fd06b75db25bd88a1535afd,0.9182958340516042,4,3
0x0a04907422c1c70d26df8770bff1b17743d65cf1,0.0,1,1
0x0a183be6a9e3652c1a6c8fdd82a82c0fae6b4c5a,0.9999999999972693,12,3
0x0a422c8e4f3ec7a1edacea711eabd8185fd2d457,0.9999999999971146,2,2
0x0a8817c801b0801c2f2acfc8778a7cd807161e07,0.930628224413229,12,8
0x0a88fe672595ac29f214e0e1de712ec58abb525b,0.97550375900276,12,7
0x0ac58bd133e96a6423f300a583e3f8f7811eaf21,0.97550375900276,10,7
0x0aebaf5e3d4207d71474cfa3f654ec0743183619,0.9999999999971146,7,2
0x0af66f3571761d7196b713ff881609d7e7456fe1,0.9463946303544555,12,4
0x0af94ca619cd5b18ba72aa1244bfaa8bcb1babd3,0.8962406251774038,12,6
0x0b441f4c9798dc7dcf4a5f5ab4ea53f71ab39a7e,1.0,3,0
0x0b4ae6dd12818946b25b6cfdbc9aedd40410f684,0.9690222556620277,11,8
0x0b548b5ff9da8b577f7afc20447affabd1719d5f,0.0,1,1
0x0b6b0a88e05f8f7053e2b3a5d56e4d8555774bee,0.0,4,1
0x0b74df5bf962f95059a27bfbe24811ed7529b86d,1.0,4,0
0x0b94d9966717e894d7a145f9642445ab151762c6,0.9999999999968934,12,5
0x0becb107c5defbb260cf044e400d4af503eedd34,0.9462651872186942,12,9
0x0c0153672cce9870b4658cf07e4c8e2a21918f81,0.8613531161436795,12,8
0x0cda69a73f9bbea90e136172eb241bd065977e00,0.9999999999972693,6,3
0x0d15525acdbc08c94c662267b8f1705c7ce162f6,0.9999999999971146,6,4
0x0da551d5369704e0cef6386127d889560800b5f6,0.0,5,1
0x0db56c99b8ad68f35f4b1772a4ffed3fb16204f6,0.9463946303544555,12,4
0x0ddde365cdff6b4827d2f7d0c66f8c99b18f6e54,0.9609640474407958,11,5
0x0deb827a58f6eb88e15c91d941c33515298d0bc5,0.9999999999971146,4,2
0x0deba253b91ea2c76647eac97a26a23eeae6c04e,0.97550375900276,12,7
0x0dfc5e0e9ae0bc59337d8f4f11459fdc7a146388,0.9739760316252737,12,10
0x0e1a27b09821969de9b3b219f98714bdd695e4d5,0.9999999999971146,12,4
0x0e21ecedde58a8e077ef669a163044e70a62a3fb,0.9697238998651408,12,6
0x0eecd62efb05009e2b72964b4bcdbcf653afd4c5,0.97550375900276,12,7
0x0f757d0cebdd9ee43dec60182d15eae91e178178,0.9999999999971146,12,4
0x0f7a453567401070ddb6b4ec82f97bd78b857c04,0.9629610647914079,12,7
0x0f84b48b64f433bbbba6170d7a87121056b3e86b,0.97550375900276,12,7
0x0f8534769c4d77f5517b94082ab46283e3c097a3,0.97550375900276,12,7
0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,0.9999999999968934,12,5
0x0fd7b11cd60ab7c0b8485a689e313f50b6c1b74b,0.9999999999971146,6,2
0x1003d8c532e5178673668e5f3aa48dc399ee940c,0.9999999999972693,12,3
0x10437b1650f6b1133d3eba32fdc40ddf42e9d5ba,0.0,1,1
0x104430ca78e6d9810bfa18e58dc0be3b6e88705e,0.0,5,1
0x105a8501eae3aa9462a47568a2de12e421f75e5e,0.9182958340516042,10,3
0x107bb210d5091b325ec2da0b10e8929d4f0044b3,0.9999999999972693,3,3
0x10a9f48feb0f3f88f8b3bf38e9fb673b997ac237,0.97550375900276,12,7
0x110b4ce3941ac23ad5682ef25a841d60517903c8,0.9999999999971146,7,4
0x1162e2c16009153cc44b9353cca481e2ac2aac3a,0.9999999999971146,12,4
0x1188e4d6c751d79e27cbf38309803b998318a7e6,0.9629610647914079,12,7
0x11ce8c10fc72f4f60c9158eb89fec07db3c91535,1.0,1,0
0x121c93d3accf50bab046fe499fcefc07fbe6386a,0.9463946303544555,8,4
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,0.6500224216454689,12,12
0x12651d08f86bdac553a60c8ec096b82bfcee5677,0.9609640474407958,12,5
0x1279a8132c775ede3e738cc2a753ffe47d009353,0.0,1,1
0x128fae9d18a2f70d98a03c26bf17b67d97ce1f3c,0.0,1,1
0x129a84fcf8d83a3262167a49e82e3d8bbd1e0e90,0.9999999999968934,8,5
0x129cfcdced580dcd6c2e0e1d6ac3f608e0c66040,0.9591479170243595,12,6
0x13558be785661958932ceac35ba20de187275a42,0.9697238998651407,12,6
0x136e1c6460331e7b37b51f86637a5a89f386f419,0.9999999999971146,3,2
0x13f82e5e34b9c78aab82705dbb194871e123168f,0.9609640474407958,12,5
0x144682843acb3a07e25b01d0b8872b8b99ce6888,0.0,1,1
0x1487af3ebe050d379b5b6157e41b41cbd4ced372,0.9182958340516042,12,3
0x14c81d281e96453508c80021306cbdb1070f7403,0.9999999999971146,5,4
0x14e2ad432297508f8ef3b26d7e99e81d64d05b57,0.9306282244132292,12,8
0x14f5dd7ca3e4ef4aba7431ad10d9dacaf14fd103,0.9463946303544555,9,4
0x14f8e042905350cee7ae0cec27f092f10dd912bb,0.9463946303544555,5,4
0x158073fb0adcc6626d3db8ed7f64bbd365af2152,0.9999999999966515,12,6
0x15b00c5f27298e0503c2aad79024f535c90a27b0,0.9697238998651408,12,6
0x161acffcd4b9a6c482c53c4b1a856e21a05f89f2,0.9671320180830053,12,8
0x162cc7c861ebd0c06b3d72319201150482518185,0.6500224216454689,12,12
0x1645d9a3a4fba8e42fb9698591b6fd4e6efde3e8,0.8962406251774037,12,6
0x166e9c3e0bc7f1045a251f01c7e3a2307623c68c,0.9609640474407958,12,5
0x16837157d4fe589feac7ef09aa317309edf550da,0.9999999999971146,6,2
0x16aa234e82d7b51b8757110cbeeac6a65351785c,0.9999999999971146,2,2
0x16d81b2dfd8d6650b2013ebed328588e7c26da24,0.9484503122036317,12,11
0x17241870b9263ad46f3c717bc1a36089c8179d02,0.9999999999971146,9,4
0x17871199db05b9ac99cdbdbb09d5d67e2c636304,0.9999999999971146,7,2
0x179c17d04be626561b0355a248d6055a80456aa5,0.9999999999971146,4,4
0x17c5b01bc17593bd9647e98fe7f292b32f6ed4f0,0.9463946303544555,12,4
0x17e018cde4ba0b1a83e3b39eb6cdf7bc439156b2,0.97550375900276,12,7
0x18363bcf247a7d78fe56d7fb0915d7d258e54093,0.9182958340516042,5,3
0x1846e2ee0cdf5bc0bfa710bcac0f39ddcc43eac1,0.9609640474407958,11,5
0x18705a4132aef19e17013ceffd6ca7a71baf9b36,0.9609640474407958,12,5
0x18ae3ec77652efd09597a577c100d97c1169fbb1,0.9999999999964029,12,7
0x18cde66120c9195fb6e50a4b1e13bce4c85d1300,0.9463946303544555,12,4
0x1932fe080e333c5b07fda595d369362b653cdd4f,0.8043461359015937,12,11
0x193c6bcb33eab0b35989f2b6d1acc922b66409f2,0.9825675930695162,12,9
0x19951dbda49ea27130a2bdcfa8b4eb788ebdcf5f,0.9609640474407958,12,5
0x19a837a58f819970a3c044222668ce21ad9fb557,0.9739760316252737,12,10
0x19abe6cee288384fac7e132518088322905bb027,0.9609640474407958,12,5
0x19e7ea01bf96f7c02b4f47feefe524a6fd9a7c6e,0.9999999999971146,5,4
0x1a5612386dce50174bd467498afa607df418d7c6,0.9697238998651408,12,6
0x1a5ac4d790b1a163bf8b3552df15029e6fe1c4eb,0.9999999999972693,12,3
0x1a6f24091a055890ecb411129977668ab55473b4,0.9999999999966515,12,6
0x1a6fed4bf6ae595834e6d2d56c72dfee26e99715,1.0,2,0
0x1ab71cf3e39a36b5ada54f0575c6534ec04727ab,0.0,1,1
0x1aec221020224e3dfceca095afea1cd511d4e506,0.9999999999971146,5,2
0x1c1891461365cd8aa4a9c0fc01a141b004c8f2c1,0.9999999999971146,3,2
0x1c1d478336767da180097f48009d147f99aae1be,0.9999999999968934,12,5
0x1c2aa40ee858e655d18b5e5e9c17517bda099824,0.8962406251774038,11,6
0x1c41b63928713cdfcbda5c70a17a3bb6587806c6,0.9999999999971146,3,2
0x1c9e242d85fc0e4376ad1ea56143b9fdf9f61017,0.9999999999966515,12,6
0x1d2a3b568e82678f22df040485b8cc006f3d0ea6,0.9999999999968934,12,5
0x1d34b0720df49e1bf9cd14e285d1603c80f69d17,0.9999999999972693,3,3
0x1d7572c57cd347d52a528963ced066bac626b7fa,0.9999999999972693,9,3
0x1e32ab6deb18952c6625e6e65628bb49b5d0a768,0.9609640474407958,7,5
0x1e771e1b95c86491299d6e2a5c3b3842d03b552e,0.97550375900276,12,7
0x1ea27bce786a81022dfc156059771e8d3279a9a6,0.9609640474407958,9,5
0x1ed8d101622beaf192d06137dfb220851bcad9fa,0.9306282244132292,12,8
0x1ee9c17b393a85f0b237e72230016b2c16b9acd3,0.9359446974425173,12,9
0x1f4ab7e9acebb8b591e74b81e34bebe8be9bc934,0.9591479170243595,12,6
0x1f75442e5d0856193986560934e1e6eb5faaf3c5,0.9671320180830053,9,8
0x1fcfc47ca84bdbf6d3a5e860cee32ecb9427c323,0.9999999999971146,7,2
0x2025137a136bea7446deba681cbfc7cf1970840e,0.7827759528114114,12,11
0x2033e4098ff8a11fd9913533cd2b1eb53836a276,0.9609640474407958,8,5
0x203f4c410f3c35cead9f35b6de2f66e773d7f26e,0.97550375900276,12,7
0x2073cad2956d997283d387723fb6f0c45a824d5a,1.0,2,0
0x208db9f389989c5c387cc3a2620cc5251eace716,0.6500224216454689,12,12
0x208e6c516ad70b394ba3578d4f7a2c61eda1c907,0.9671320180830053,12,8
0x2120bfebdc23133444f43fb2fda64125bd2a8d86,0.9999999999971146,2,2
0x21e54e2b9b02d2c0ad2197d7ac85c34151674012,0.0,1,1
0x21ee4b39f27afcaa6462d84bd904497f44411c5e,0.9999999999972693,9,3
0x21f1d8b5235f065334d7344e09b930692bf5e806,0.9999999999972693,6,3
0x21fe273e04336c952fa0de439ad00529a9dd7909,0.930628224413229,12,8
0x221c1bc9d4407526f9ca2ba13693256117afe6d5,0.9999999999971146,8,4
0x2291a8376fbefdd4847a3c47992f0ee650427d81,0.9609640474407958,8,5
0x234fe651ff372312c858c820be51801de58a01e5,0.9999999999971146,4,2
0x235aca84e3ef5577015cfc3e22f0ac390e7e1fc9,1.0,2,0
0x2365c1c88327d3c9acbd4d487392643f2c9049d4,0.0,1,1
0x2373aacf6737fb2344e17175b9c0e1f20c78d9f7,0.9609640474407958,7,5
0x23abb0ff0b1cbfd95b20a0fd72b83a2939f0ba5b,0.9671320180830053,12,8
0x2431edfcb662e6ff6deab113cc91878a0b53fb0f,0.9182958340516042,12,3
0x24a44aef48aeb27c7708dabfccda14b41fbf0ae1,0.9999999999966515,12,6
0x24c2fe1544fef9056db52c91d0b1fb4b1dc4e48f,0.9999999999971146,3,2
0x24d02e64d4a2580d570666546ac937adab2b3e08,0.97550375900276,12,7
0x24dd8bc260035fd4ae9628b0933da7fe11da686f,0.9999999999971146,5,2
0x24ecc0841eb0ca9bb60ce585b886c826cfd62d8a,0.9463946303544555,12,4
0x250a09aafe5c4e63a8c11d1743e19694d79ce113,0.9463946303544555,12,4
0x252530586e885231d62edbf1b6788177ef5d6b61,0.9206198357115741,12,6
0x252b0d1c7077894e5ba58b22c83118b26805e6b5,0.0,7,1
0x25554a80781ee62414c3747e81c3f50157c634b1,0.97550375900276,12,7
0x258a4b8a8447c61aabf1bef9bb14ee4d69efff03,0.7827759528114114,12,11
0x25cde502eb0c78409b456d1aedaa34a5ff007765,0.9999999999971146,9,4
0x25d359b0e809c64cfb661b2541dd2643c6f6d72f,0.9609640474407958,12,5
0x25e7de497c501f102e88f1798c003042f14eb9bb,0.9751060324544882,12,7
0x260db26a5d85e9e6983257e8af71a60e95873d6b,0.9999999999971146,8,4
0x274a2740c1cd14b63f84014ec084493d6ea8dbca,0.0,1,1
0x2759d5ef1d8d0dbcd893ee36b0743b77fbe7c9e0,0.9999999999968934,12,5
0x2765f1ab8ccbb4391c5f5a66c4216506d31df5ff,0.9609640474407958,5,5
0x27c9fa86c91b84ddfa15de58c482ff662498d65d,0.6500224216454689,12,12
0x28233e5edddfc9f71f0cecf58ca98f6a2ca11f43,0.9182958340516042,12,3
0x2874aa935c118b8e170c35ae0e75e507d1332218,0.9463946303544555,6,4
0x288ed4efc8fbd1e42a06fe083ea942d20c90b336,0.9426807148136627,12,10
0x28ce248832bf0ca164970a062ce0e48f55645ec8,0.9999999999972693,5,3
0x295e535d979c61a0ce4adb4e0bbabd8a0acd6134,0.9283832117664798,12,8
0x29721caea4427b6bf8061f2fee469a62be1d02be,0.9697238998651408,7,6
0x29a536c7bd11e04efd59847e3e4fc3ad350a2bc0,0.9999999999972693,4,3
0x29c26825b7d43ee6184358830c862b2e80b2f685,0.9629610647914079,12,7
0x2a1d4a8adc73ed606a5376b525e58792c64f8ca0,0.97550375900276,12,7
0x2a6e0b832b08c040ca59625025b6b8aec96a29f6,0.9999999999966515,12,6
0x2a934d40944e2b686ee9cdce74a3f67d32cd0347,0.9283832117664796,12,8
0x2ab1086462946b6f6713d6fddb73df7abb716554,0.9999999999972693,9,3
0x2b294f5aaf6d6f8081bc98069ebd8c4eb60cda44,0.9999999999971146,6,4
0x2ba335eb83567a3be805477bbafda99b318d1639,1.0,1,0
0x2c352e53a2b471b0d98f00d6117ee40e708c72b8,0.9690222556620277,12,8
0x2c841dc4b15bed72a9a6e98951229951fda18fcd,0.9999999999971146,12,4
0x2cb562384765bea1612ceb60007e315f904fbe86,0.9697238998651407,12,6
0x2cbcfa87aa570d72ad7b376e729e167071f1cd33,0.9751060324544882,12,7
0x2cd991f48ba31536a96b772536a1daaaedf150ae,0.9463946303544555,12,4
0x2cd9f4645b14bf968212c7c108213eaeb193946e,0.9609640474407958,11,5
0x2ce1af69a615704971daaa73a2e54faaa18668f6,0.916516443196496,12,7
0x2ce1fbdd33020c5992021c8924134590f66a2acd,0.9629610647914079,12,7
0x2d19f73005f0450c5e9f459dfc7e8da9c581b788,0.9629610647914079,12,7
0x2d4cfacb090c112ff2fd7c23d80e966f646792e3,0.9999999999971146,3,2
0x2d5830b16f7d9dbdc12024bc6df011859920f320,0.9825675930695162,12,9
0x2da0b905bfa45b9ec7037a612bb8d9b76fddb8cf,0.9999999999971146,12,4
0x2e1aa624f04fa7ab7198c6fbfeaa42a707b42c1a,0.9999999999968934,12,5
0x2e2dc7dd191f8aa6994368b3482a4ff9791ae2b4,0.9999999999968934,12,5
0x2e4752e216277a11f941f0ee2dfd427ac53855e3,0.0,3,1
0x2ea35ef03178ccc7ab44df03a9af7a06180a208c,0.9999999999968934,12,5
0x2ebdee94cb5df4a8f4b5acab118f6d4e55896aed,0.9671320180830053,12,8
0x2f062d9aa98209d2c79a744b0d4ef203d363b7d6,0.9999999999971146,7,2
0x2f47da39204b17c652b20c72569aacc7adbd719e,0.97550375900276,12,7
0x2f55331b4fa24efa8fbfeafb896669c0733f827a,0.9999999999972693,12,3
0x2f6c194ab47cd777053af1fe799a63bf30322ef8,0.9695703501865277,12,10
0x2f7479ad52a75eb90a9b2acfb296a39d41828c36,0.9999999999971146,12,4
0x2f85b47e90de2de52cc054e8622a39645ae7af21,0.9999999999972693,12,3
0x2f9d7b4d0bba27aaa92173460e0520740e7d069b,0.9999999999972693,12,3
0x2fa0b8a5dfbdbb71a7aa148d4cc45dee9ddfd3f3,0.9999999999971146,12,4
0x2ffe865328884fa81ee720f1e989863da8d5367d,0.9999999999972693,3,3
0x3005fade4c0df5e1cd187d7062da359416f0eb8e,0.97550375900276,12,7
0x3093189bd4d429cb2f47d03c14b9e9200b6b9425,0.9697238998651407,12,6
0x30bd7e66f3f70e08b31d22fb1bf01178bcd7aae6,0.9602297178580305,12,5
0x30d06de4ecf52727b6b127640f2d0c6cbb1a466f,0.9999999999972693,3,3
0x31323f632ecf0918fca1556ef835b1c20805e248,0.0,1,1
0x31652a303eff850f57e73f4cf8f201adccb2d617,0.9999999999971146,12,4
0x31ba5e1cf7629c01d91e0ac0ee984098a46d653e,0.9999999999971146,4,2
0x31cd4b7287a55c358b34b7230a6c70abe7d8ceca,0.9999999999971146,5,2
0x31dea2516beee92135b96f464eeec3cf292a13f2,0.6500224216454689,12,12
0x329f4435e0f22899b733756c71aa12c1004146b1,0.9999999999971146,12,2
0x32d12513ab62d4dc7143a0f6cb605752ace46822,0.8613531161436795,12,8
0x32d7fb99e113c5480410768041302149897d4214,0.9182958340516042,4,3
0x332969b2951974fea82338ae410593ecaf98a4d0,0.9999999999971146,2,2
0x335f45392f8d87745aaae68f5c192849afd9b60e,0.9999999999966515,12,6
0x33821578405bd53f0eed2895496922b528d95e21,0.8982444017005785,12,10
0x339af484e526381d68e7535ba9ebcc5f2c42165b,0.9602297178580305,12,5
0x33a4997745803873376e2f72bc4e96cabaf1cacf,0.9999999999972693,3,3
0x33c3b8bcd758f511b350374a63e1f880f40e0282,0.9999999999971146,12,4
0x33d8cdd8f2b66bf2fdcd7b1a84d047cea6642f80,0.9999999999972693,12,3
0x34827044cbd4b808fc1b189fce9f50e6dafae7c9,0.9999999999968934,12,5
0x3490d181da18c9481e40d114dc20720dfd1955de,0.9629610647914079,12,7
0x34f10e1397b67cc9dd5b0bbf60b022259e4d90aa,0.97550375900276,12,7
0x3517a48fcfad0480c7d7666d4ec54edc6d9a5559,0.0,1,1
0x353bd2e5da5f01707dfad0dd86907561ac66cc38,0.9283832117664796,12,8
0x354d25bb83cdaad837853edf5a8395833a81b93a,0.9999999999971146,3,2
0x35d1151ef1aab579cbb3109e69fa82f94ff5acb1,0.6500224216454689,12,12
0x35f739c2278ca5e0763189b0e914fce2741c8f29,0.8112781244562475,8,4
0x36230634f730c256b88d238988e2e65223734f4e,0.9609640474407958,8,5
0x362c5006ed0a405c35df4a138cb38d891f1a1a20,0.9708357627222188,12,9
0x365e0c115f1ca1adcb42fd21142873493df7f880,0.9211854965856692,12,7
0x3668811b5b0966d1891c47cac0ef8615e3381ca9,0.9708357627222188,12,9
0x3695fb3cfabd87d3b78fa3c55ccfbfa24b34481c,0.9999999999972693,7,3
0x369daedbefcb30b82154338c8fd613a70c60d251,0.9206198357115741,12,6
0x37283486c96d2b9690cb9296292e6e354ceffb4b,0.9165164431964958,12,7
0x375155cebe185bec39238de94e079838c09d84f8,0.9591479170243595,12,6
0x379f7504898f834b83e20f601477a08ad29a296a,0.9602297178580305,11,5
0x37c1e493c8a452ab3f5a6d01fda87795b91e7851,0.9999999999966515,12,6
0x37cdea0c9af695a5629a75e28a20724a98147918,0.9999999999968934,11,5
0x37dc4d2c58c63a296f720e6ebf1419e83d74a4b3,0.9206198357115741,12,6
0x37de2f99bf85ebc078cfcfe6bbc6b58f5d8c0b65,0.9463946303544555,4,4
0x38160dc5b34ced1307ea5703802b32ef6f70b9a7,0.9999999999972693,12,3
0x386638d449ed54b861f006826d0c419bf494910b,0.0,11,1
0x386eb74c3b9844648b365c7c59de8104f869173b,0.9463946303544555,7,4
0x387c6f0718b20260dbd61d428566be5c7b2b0c19,0.9999999999971146,12,4
0x3895d155b005191686476a39580d43258a518e46,0.97550375900276,12,7
0x38ac9012a1be7bebd73d497d803f302fe274cda2,0.9999999999971146,4,2
0x38f6b8f24a984b98146086ae74dfbbf862de76e7,0.0,1,1
0x3966b0b9cdc41eb44dba2fce775c1b5d2248b1eb,0.0,2,1
0x3980be8a221d45eb9cba07a93bcf74f1a1ee9c62,0.9999999999971146,8,4
0x39868ccaad5a8883d53be4281fc9c74ca06ebf8c,0.9697238998651407,11,6
0x3998ad17e3fd11f60c24cd3d8b6552a4eb4ff3f6,0.9999999999972693,8,3
0x39f10ebb6fc463762132d805ff3d07335aea3384,0.9182958340516042,6,3
0x3a1191221d6cf7584fa220378b1d911c5a051f95,0.9211854965856692,12,7
0x3a122449de235a40481689442271c0731b805d69,0.9697238998651407,12,6
0x3a2c2b2792ee39c0a8c412531607719435b18a32,0.9999999999972693,12,3
0x3a6747c8e913085e243a2c22d188dafa8c6a612a,0.9671320180830053,12,8
0x3aec1659ddb1f2ff7b9acf786bd65fb69fd78742,0.9999999999968934,12,5
0x3b62d3883a750ad827e9b97470244bab09e3863e,0.0,1,1
0x3bcae23e8c380dab4732e9a159c0456f12d866f3,0.785475297224449,12,10
0x3be3a8613dc18554a73773a5bfb8e9819d360dc0,0.9165164431964958,12,7
0x3c0e813045a321155e9baf4d39ef35c881eced75,0.0,5,1
0x3c165893deaaf04ac79f4f959594747b6ef77e92,0.9211854965856692,12,7
0x3c16fc881bbbde5771e9026fc888bf5493e3b4b1,0.9999999999971146,12,4
0x3c20923c5b71a5d3a83d9c6b38a75a75dc5069d4,1.0,3,0
0x3ca32dd3666ed1b69e86b86b420b058caa8c1aaf,0.9999999999968934,12,5
0x3d0a30a158a92abc41609337c2f68f04926778ca,0.8322488895973454,12,7
0x3d21e3d9af7ca1d76305c9eb2fb510b7af920659,0.9283832117664798,12,8
0x3d6184223dd0d5239947793746faec00b63ae990,0.9609640474407958,11,5
0x3dac271d1b36a434880c527a678b6487ac9c1f8c,0.9629610647914079,12,7
0x3dcf345bfadb9961305ed5ff535d31f313d52ad0,0.9999999999972693,12,3
0x3dd7cac1a7bc4b8c40af140e18dbfdcfb9e73a62,0.9999999999971146,7,2
0x3e0a05c7254ffd8eb2e75adc89ad785c67ed2f62,0.9739760316252737,12,10
